times B04GusCalc B06GusCalc C01GusCalc C02GusCalc C03GusCalc C04GusCalc C05GusCalc C06GusCalc C07GusCalc C08GusCalc C09GusCalc C10GusCalc C11GusCalc C12GusCalc E01GusCalc E02GusCalc E03GusCalc E04GusCalc E05GusCalc E06GusCalc E07GusCalc E08GusCalc E09GusCalc E10GusCalc E11GusCalc E12GusCalc G01GusCalc G02GusCalc G03GusCalc G04GusCalc G05GusCalc G06GusCalc G07GusCalc G08GusCalc G09GusCalc G10GusCalc G11GusCalc G12GusCalc
5817 2.172036513519931 3.484092062954812 135.17858694707567 532.3840146991272 558.6082997043529 564.1028938906754 564.8874598070739 540.882860245736 530.3718250285938 564.2990353697749 528.2180958667832 544.1938755691749 429.94212218649534 108.13760354336576 134.897302972636 527.1802611719928 530.3718250285938 536.2955609745572 541.9389067524114 539.9774919614146 542.3046841053273 533.5048231511256 552.7682545090607 538.4675974880772 434.257234726688 108.85852090032151 136.57013122447205 514.5711660870137 537.0853924340191 552.0921901637928 537.3348831146259 559.7930468935457 553.7073954983922 558.6082997043529 525.8553054662378 527.804872785343 455.93020997431967 113.34081443276725
5867 1.7771207837890297 3.922829581993568 136.37133918484406 541.1903668219699 559.0032154340834 556.4533762057877 540.5659163987136 556.4702625582931 569.8633980016832 584.5016077170418 552.1837269223397 560.1879626232765 433.8649517684886 109.50150124571451 135.697880438349 533.3847365312685 540.0472604070005 547.9455750016185 521.4862211096483 571.0481451908762 541.1119318675588 555.2765273311895 534.877813504823 556.6495176848873 448.2293532445672 109.83922829581995 138.90019030120087 533.3847365312686 554.2322064830103 562.5574570016619 531.7835815998426 553.6718530827168 545.7735384880986 519.1167267312632 521.4862211096487 541.3107239071868 453.16579986620354 115.31539308142173
5917 1.7771207837890353 3.8968505781393104 137.96167550186843 524.1780956755691 556.4189189189191 576.3795075422431 567.0450160771705 538.6045016077172 562.9523727313925 572.1446945337622 574.5906177466408 573.4176395692612 440.5337620578777 110.86539894806329 137.2990353697749 564.1371199205851 557.2379421221864 565.2797427652731 604.3118971061093 556.257234726688 601.7435039541148 577.7617125963014 569.2025723472669 561.9650834070655 443.08360128617375 110.81993569131829 139.75080385852087 567.4092788240697 568.2837350827599 554.4616845421782 601.5447119144869 613.9228295819934 581.3633440514469 588.8167202572346 593.7557996504027 599.9967845659165 465.2475884244372 115.90776667601801
5967 1.5691318327974295 3.8968505781393104 139.3532197792648 553.3991731740928 576.6957069609803 550.9614147909966 567.965971763804 565.4330188880135 590.5819935691318 543.1157556270094 542.8312855348055 568.2837350827596 457.40192926045006 111.44992653478418 138.09961283548787 528.3972463799391 549.588424437299 553.8693109475819 554.8842443729905 552.2896480286582 557.4128791170591 549.6507740465495 536.7911671386896 528.3972463799394 449.8090161634909 111.99678456591643 141.14234813591725 522.9772294769997 561.5875119492484 583.2905328125339 556.4189189189188 535.1108137853646 536.8392282958198 539.9774919614147 570.0608558665489 564.4951768488745 455.83279742765285 117.28997173007618
6018 2.1575562700964657 4.286535635953243 140.74476405666115 560.4042259990813 571.0481451908759 573.9099678456593 571.7524115755626 563.1221864951767 556.8456591639873 538.8006430868169 553.9373096825026 565.8681672025723 450.0862417750901 112.81382423713292 139.70076776691383 523.8557154880336 537.2315112540194 541.429465461059 561.3569131832796 530.3718250285938 588.6245816654636 578.0977832669664 541.6622303613636 542.0218390556553 452.9683420013379 112.97749196141484 143.13026853219776 550.2563656904492 553.474395217851 565.0836012861738 545.1932541505348 532.5438615421135 551.3023587043311 552.6845637583891 559.0032154340835 544.1938755691749 460.9324758842443 118.07980318953797
6068 2.1575562700964603 3.507165520325374 141.7387242548014 562.6058140297921 560.9911358303642 553.1579395668746 540.7620578778137 554.1321522114094 553.7073954983924 524.5160878175507 528.2090032154341 588.8167202572347 463.3355337407635 112.618981708226 140.5013452326268 540.9131398279308 597.2508038585207 580.4358936138498 575.7596729200825 556.4533762057877 569.7379855739983 547.8231511254018 571.0039769842612 555.6464317313709 455.24437299035355 111.83961159259813 143.15695202744988 552.3984513419516 550.961414790997 530.7667407583247 577.8884591987486 554.2958199356912 559.0032154340835 565.6720257234725 560.7803362178726 569.3987138263666 459.08953581216673 118.47471891926887
6118 2.1575562700964603 3.896850578139305 143.90379946190694 541.3905111883981 525.6328362718227 554.4919614147909 559.59558902868 570.967845659164 585.0676535963227 565.0836012861737 551.7940418645258 553.2769373529854 457.3124150283779 114.5674069972956 141.90235579762452 538.3288433127663 587.0422322449774 557.041800643087 576.9718811368396 557.8184682448912 553.9996062733774 561.35691318328 532.6994740316433 607.7753080558496 457.9047886229741 114.15434083601284 146.3055318590459 567.4668546007135 562.9523727313924 599.2846198666349 586.8341009820109 564.5320356503161 594.5048231511253 557.8263665594858 592.176136731479 553.7073954983925 482.70418006430845 120.44929756792332
6168 1.579662918923586 3.3123229914184136 144.70437692761996 552.3532132317315 541.429465461059 545.861736334405 539.977491961415 559.3954983922828 544.6848874598069 530.1704180064311 548.8714039309212 552.4430781263579 455.44051446945355 114.95709205510958 142.70293326333748 548.3955640133865 549.1303221908112 572.5369774919612 557.6210103800256 541.8243811907897 585.8225605354684 529.9742765273313 553.9035369774919 530.7588424437299 453.1657998662033 113.20350929494685 146.90596495833057 510.3681343920206 536.7385069957417 540.4421761367316 557.602204869086 530.1783696880159 553.0794794881201 534.877813504823 528.209003215434 527.6074149204775 469.5548026500355 121.06435213348395
6218 1.9614147909967858 2.9226379336044825 144.91939688885023 551.3977295098106 550.5125272448691 543.7041800643086 565.5193249746436 534.453056791806 559.5955890286799 562.7299035369776 560.1722706075257 573.4176395692615 458.186495176849 115.73646217073744 145.0909571422279 587.4304771008951 558.4108418394871 577.6366559485533 561.5530546623793 548.4115755627008 568.5452333362301 566.8488745980707 602.9389067524118 561.9453376205787 465.24758842443725 114.9389067524116 147.1061093247588 552.5547284499847 543.8950204223516 565.716782839509 566.2084126255005 565.5193249746436 552.8820216232547 568.0257234726689 567.6334405144696 572.0354345152034 460.9324758842443 121.04167116251966
6269 2.3694943783853737 3.922829581993568 146.70852524550276 574.8146203819148 558.2080472755713 575.1947603530502 549.5252379205424 564.8874598070742 562.7549148665274 564.691318327974 570.1832797427652 606.7880187315224 459.8793672716288 117.29260450160768 145.7050987597611 564.4071133276464 572.2328923800686 571.6405187854725 575.4790996784568 569.8633980016834 581.2192401076187 571.9485530546624 558.8070739549842 574.8906752411577 466.79039254191946 116.3118971061093 149.90813045475423 555.174426287275 602.5386721126272 608.7625973801768 585.6224161690401 578.6836273572609 568.481192947625 573.32154340836 581.5134120287446 581.6655079516815 492.8054662379421 122.62133408144325
6319 1.7652733118971073 3.1174804625114483 147.30490136438686 543.0835131920892 542.0218390556553 526.8360128617362 540.2447182718658 557.434083601286 535.1108137853644 533.308681672026 519.2553395370627 512.9099678456594 450.733118971061 117.29520240199312 146.1053874926176 534.9493786390891 553.4370383244981 541.8243811907896 550.9614147909967 530.3718250285935 544.1925323183935 552.7266881028938 540.2983326590148 546.9582856772913 451.3215434083603 117.09646302250806 150.10827482118248 541.5906555548265 538.0726817583461 543.7989598394443 572.0125992519193 533.9260665961716 559.5955890286799 562.1414790996783 550.961414790997 528.209003215434 475.8392282958201 122.81879194630876
6369 1.3822050540581376 3.5305466237942094 149.70798608832598 573.0133210840605 616.8516989658467 587.6346058395735 543.6015019745788 587.0514469453375 579.5388333800905 581.9083277584755 566.309156434105 567.0989878935669 464.46302250803853 119.25401929260447 147.50639805761534 568.6101450226395 602.6414035693479 602.5386721126271 584.6977491961417 565.3645607021815 578.2170746111951 560.5828783530073 583.3247588424439 579.5388333800902 475.11297471104547 119.65946610846159 150.0879899191796 554.399895006234 621.6227079169201 569.7379855739986 623.2495570575496 587.832063704439 614.0939597315436 616.8583698396601 567.2964457584326 561.9650834070652 486.53617902846406 124.44381680716089
6419 1.382205054058133 3.7020080492323406 149.8891978795516 554.2322064830104 558.4068393151996 567.8295819935689 540.7620578778137 545.5590809395029 599.0871620017695 528.8026234535039 568.0257234726687 557.8263665594857 480.35048231511263 119.04878516215582 149.3227767255429 533.5311508664407 528.7921621096699 536.2508038585207 562.926045016077 570.6532294611449 561.8052365640789 560.9646302250801 566.9917591192691 572.0354345152034 465.0132717581302 118.46425757543496 151.47953419657597 553.1990288076645 532.3650821239245 567.0989878935668 556.4189189189191 589.7974276527333 540.6396340015968 547.2347266881027 587.437147974708 534.9133559204988 467.79742765273295 124.0035391355014
6469 1.176848874598066 3.8968505781392992 151.47953419657597 612.0017178346474 598.16524724081 644.1286173633439 601.4566563801551 608.4308681672024 582.1057856233409 571.3601286173632 598.5562488021975 606.1956451369256 480.93890675241147 120.62700964630223 149.90813045475423 609.0988094203527 638.8327974276526 617.0610932475882 608.3676816504458 577.4405144694532 598.3640392804379 594.7009646302249 607.6463022508037 588.4244372990355 492.26245710956226 120.60752539341158 152.47349439471623 594.4287682918828 611.6831059355176 594.3481732449986 607.6382964761467 621.2024428666999 578.1566283260321 542.5273311897108 618.4340836012863 602.4439457044823 491.0777099203694 125.7806599192904
6519 1.1847471891926895 3.726688102893893 151.67832623620404 539.4562392635335 515.0701746762842 527.0321543408361 553.5112540192926 535.8585209003214 538.8625132178079 533.8685292050851 532.524115755627 543.3118971061095 474.0739549839227 121.41157556270097 149.707986088326 572.8131767176324 542.2192969205205 589.0168108936316 580.328664839552 548.5379485962147 548.4672373337968 520.6963896501866 545.273311897106 540.958199356913 467.3600851655515 121.80385852090036 152.07591031546013 548.1213936484166 537.0853924340188 531.5565722177862 544.7929654176785 549.1303221908112 550.1176115151385 570.3794212218648 539.5852090032154 537.875223893481 481.9946481365588 127.02811332232552
6569 2.172036513519931 4.118971061093251 153.46745459285657 565.0486719816765 552.840662205614 555.8649517684888 563.3472884611234 585.6966418943379 551.302358704331 530.1704180064309 561.536168309874 559.9905047584108 493.8842443729903 122.98070739549837 151.3091410197519 572.4128879847758 588.4244372990353 558.8057575692184 548.9328643259458 577.3667968665702 565.4078351597874 575.7871339476469 526.2696705777134 555.25151600164 480.8099009473663 123.17684887459805 156.1126058140298 559.4035041669403 552.2896480286582 593.3942382897368 602.4345429490123 589.8159815764317 595.730378299057 553.9035369774919 577.5642547314359 556.0610932475886 508.65145989339453 127.75523856794497
6620 1.3729903536977501 3.8968505781393104 154.06383071174065 552.798740074808 560.3947597114801 535.0739549839227 529.9742765273312 521.5934498839464 533.7286087313064 544.0964630225081 536.7911671386896 573.5150343269314 475.6430868167204 123.17684887459811 152.5100072183214 533.3590423220649 540.8370918664625 543.0091283799823 523.5016077170417 520.1040160555903 527.3952811332232 529.5819935691318 540.1736334405143 526.4226677312846 467.75766924480746 123.37299035369779 155.85295906839315 526.1795393398518 553.23824628487 538.2701396232118 544.4913965412358 546.4793169375164 556.8311789205637 552.1382636655948 559.0032154340836 545.970996352964 487.9183840825222 128.1501542976758
6670 1.3822050540581385 3.8968505781393104 155.65416702876507 569.8110112212088 587.6292691405233 570.7717041800643 597.0546623794211 549.7845659163986 574.9973024881851 593.1006579928024 580.0462085560358 599.0871620017698 487.41157556270093 123.14047826920209 153.9110177833191 553.8693109475822 571.4430609206067 551.1049008394658 570.9678456591639 631.9678456591643 588.6245816654638 584.332744191989 657.8585209003218 583.5209003215434 496.6065301366022 123.72500585592297 157.04571130616142 574.0140429162018 610.9346338936964 580.7235805692827 623.4497014239779 580.328664839552 586.449858650381 580.7749196141477 648.0567124884009 555.2515160016401 500.5556874339109 129.33490148686855
6719 1.579662918923587 3.5305466237942165 157.91390511188402 545.393398516963 538.3288433127661 537.0853924340191 550.1176115151386 573.1254019292605 572.1234900495352 533.8685292050851 535.8169544941549 572.0354345152031 479.7620578778137 123.72500585592299 155.97277892789498 542.5034761449551 533.7286087313065 537.0853924340191 526.4437299035368 532.5438615421135 550.6539497697054 540.6396340015971 546.2540192926044 535.9006452448264 470.9370077040936 124.30953344264391 158.31419384474043 530.5895696603973 545.4853567393759 535.9006452448264 560.6043703655097 548.9328643259458 554.4616845421783 520.5594855305465 555.668810289389 534.9493786390894 509.44129135285607 131.40153819414272
6770 2.172036513519925 4.511254019292599 159.31491567688167 554.7713958507685 559.0032154340836 542.8116705151168 551.1575562700965 535.8585209003214 560.1800643086818 539.9774919614146 546.4501607717041 542.3046841053273 471.5241157556269 126.11897106109329 156.71303891331453 568.7440253758581 558.6082997043526 554.0667688124473 539.4548868124042 567.8295819935693 573.4136098169172 527.0150413258809 530.1665211558527 534.0932475884243 483.17939532575144 126.31511254019289 159.23242374207 529.5819935691318 539.3228035109063 536.0981031096915 552.1983069755232 540.0472604070004 548.3404907313493 541.9389067524114 529.5819935691317 576.1820496773774 489.1031312717152 131.99791431302683
6820 1.7652733118971018 3.922829581993561 159.23242374207 545.7032110293795 566.1597288606936 568.1476492569739 547.4308681672024 535.6623794212218 595.183366646389 537.2315112540194 553.7073954983922 569.5391935343703 492.70739549839243 127.09967845659168 157.11332764617103 546.6781089771443 581.1184962990136 596.8585209003213 563.1221864951771 590.9742765273313 558.8044233944556 577.5642547314359 578.8771533825941 572.5369774919614 482.19210600142424 126.45280126062049 161.91679244044883 531.7835815998425 566.1597288606933 560.5828783530071 573.7138263665595 541.1119318675588 574.207471028723 550.1176115151384 542.0218390556552 546.9582856772911 504.89976046095074 132.0993115949848
6870 1.9614147909967814 3.922829581993561 161.0215520987225 586.8123155530105 586.834100982011 586.2668810289391 594.7009646302253 606.0771704180063 627.4565916398712 581.4101062583845 568.7453418794319 622.3871900558927 496.63022508038574 127.49196141479098 159.39853763819758 564.8074020605028 546.4793169375163 560.7803362178728 550.5125272448691 571.2456030557412 576.0154865804842 538.6045016077172 578.4212218649519 584.4752800017266 489.103131271715 127.88424437299031 162.41309637611886 581.8642999913097 604.5265925089075 609.7498867045036 636.659229608242 625.5985487094814 605.2083558125984 598.0998726774425 579.2057877813506 576.5769654071086 530.3718250285938 132.69168518958116
6920 1.1847471891926895 4.118971061093252 163.1176586390183 570.2880676562571 608.8391626747161 549.0000000000001 545.970996352964 573.7138263665594 585.6413487442428 566.8488745980707 571.1639871382636 596.3761188841576 507.07179697447066 128.66881028938903 161.01065938422235 592.4273246276001 612.0806900147736 588.0295215693044 586.4498586503811 612.5142968126203 611.8413281711397 562.9260450160774 600.8642827855585 575.5896760827815 504.73298861562523 128.66881028938909 162.81068045537498 597.0306450554498 610.6404619725704 606.9854765963873 587.8240041997508 560.7923437907363 581.4667159120535 583.7170418006433 571.443060920607 566.7040721638363 509.50399756669856 135.29759170549247
6970 1.3822050540581376 3.726688102893893 163.31780300544654 523.7380522397922 514.8713826366559 514.1802801096269 525.6328362718231 515.6559485530549 515.2689667159121 510.1639871382639 540.6880177168288 538.6650553529424 474.49124927167173 129.0610932475884 160.11549314259466 533.3847365312685 527.4099570556118 531.9356913183279 562.7549148665273 529.1844094898757 538.9887787912593 517.1421480826089 518.0096463022508 513.7853643798959 468.95042148257585 129.53235935173393 165.44399418579044 556.6014830369446 534.1542104805769 552.2896480286583 516.3724653848677 525.4073607369428 546.8769010167725 534.1542104805769 498.7877813504825 517.9319795420706 480.61244308250076 134.58221082819156
7021 1.3822050540581323 3.7020080492323393 164.40101677239937 567.0638241642074 551.8467020074738 626.1388894883362 554.2958199356915 573.0227238395304 551.2503258885896 572.1446945337619 555.3012073848512 529.3845357042663 499.7684887459805 129.375439194225 160.91607060830762 552.3984513419515 575.1947603530502 537.4803081637499 544.7862491637715 570.4557715962794 559.203359800512 552.2896480286583 551.7940418645259 574.7998446233194 494.5945945945945 129.76512425203893 165.91967976901375 539.3890675241158 589.8066423530934 561.3727098124691 526.9801168055648 539.6523446772695 533.9260665961717 544.4887459807072 535.7031873799608 540.4421761367316 512.2870861214913 135.77496306595987
7071 1.1847471891926902 3.8968505781393104 164.28494356805288 590.8426199180725 575.1947603530502 556.436263190833 548.6077170418005 516.2443729903536 554.8566002719091 591.7367602904537 556.0610932475886 577.9591704611665 486.0385852090034 131.02250803858516 162.11693680687705 562.605814029792 533.9260665961718 543.2065862448477 532.7413194069788 529.1870778394009 579.478795515773 545.9709963529642 544.6848874598069 567.6913614881635 504.50484473122015 130.34965183875985 165.59376901016773 528.5812717369907 546.4793169375162 557.8184682448908 578.0169302447666 552.6845637583895 569.0735665422214 527.0150413258812 534.6816720257234 557.4128791170591 498.9680194664117 137.56409142261234
7121 1.192752237768316 3.922829581993574 165.59376901016776 567.0638241642074 550.3970076776692 547.6720691752846 560.1879626232762 550.9074429746005 574.9065786043278 568.8102893890675 536.2508038585211 573.3162422873035 475.8734543257301 133.08660091931205 165.9762723140038 580.7668590054179 552.8820216232547 570.258313731414 601.4566563801549 583.8522203875904 615.24378240042 585.6413487442427 568.614147909968 576.5769654071084 498.37164334752765 132.2967694598502 167.92112343329612 549.3962858455279 588.6232293386634 545.882940818632 568.8102893890675 547.5949865476738 557.6116711566873 565.5193249746433 549.5252379205423 558.0092552359434 525.804944816199 137.36529938298426
7171 1.7891283566524738 3.5305466237942147 168.52155653258086 596.082015592653 567.8095675569263 563.1498305962579 586.8553054662378 588.2269794341697 569.6659401368177 563.1221864951771 554.6881028938906 590.0041002179588 504.1099290014889 133.48151664904296 165.1191023033007 621.4482577596955 625.151600164009 590.3990159476897 640.9903536977495 579.3413755152246 573.2134654504888 576.7744232719739 593.7202572347265 596.9151254882496 513.6786303988874 132.98392282958196 170.88490507862394 555.0003281055187 633.5502302946031 598.0998726774422 623.0494126911216 576.8944990006083 573.5150343269313 543.4040441097134 604.4185243531366 601.3459198748586 528.5947042448045 139.35321977926478
7221 0.3949157297308965 3.1382636655948573 168.92184526543736 534.8213892437125 531.7687060050404 529.1897106109325 548.3404907313493 537.0353697749198 533.7286087313062 543.508038585209 539.7813504823149 542.8116705151172 485.84244372990366 133.3762057877814 166.2500550588028 518.449639349961 535.30827165023 516.9446902177434 533.3336930015754 530.7667407583244 544.4913965412358 544.2926045016079 530.3665594855305 548.1430328664842 488.90567340684953 132.98392282958196 169.17202572347267 536.1421308768577 585.4425567046145 551.7459807073957 555.6007612048035 522.2760525691101 522.2760525691102 541.8243811907898 540.6396340015971 543.6015019745788 506.08450765014345 138.22050540581364
7272 1.1927522377683162 3.9228295819935664 169.9671938819849 588.6259525172887 562.3826801077605 592.5434083601289 560.3854204881419 567.6913614881632 609.5524288396382 563.3183279742767 575.8713826366562 579.677587555401 518.721811001532 133.8568173590852 168.06369202308062 557.6022048690861 565.7621447814374 554.264226677313 589.6012861736334 598.2973305423077 586.4229936347531 556.2388053259673 552.5305466237944 568.6786508124904 510.8234964069142 134.16077170418004 171.52372202900452 544.5928210512501 572.5210741287913 531.3591143529211 578.8175077104798 574.7077865646997 569.5391935343705 577.7617125963014 571.7524115755626 553.474395217851 515.5624851636852 140.94355609628923
7322 0.9872893243272418 3.554241567578063 172.90005726115493 554.3683654142624 548.9959971126716 544.4913965412356 560.3854204881419 569.665940136818 599.3579994785781 534.877813504823 543.0091283799821 585.62241616904 512.7980750555687 133.66197483017825 169.47429855085232 584.5956481522267 548.1954196469586 549.659989571565 559.7930468935452 565.3645607021814 560.0107915253491 548.0696532545406 568.4811929476253 566.3585209003215 515.6665507951682 134.74919614147905 174.10914857067348 574.8298037476438 574.1168568030657 552.4430781263579 547.5168479936572 553.9996062733774 596.5749109237854 569.1416094551143 538.7264273920222 562.3599991367961 501.1480610285074 142.302644530481
7372 0.7898314594617876 3.334405144694532 172.92473259400222 552.3532132317314 550.2563656904495 551.3023587043313 538.8625132178078 529.3845357042662 568.2837350827599 533.7009646302251 549.5884244372992 563.1778482662728 492.90353697749185 135.9260450160772 169.32213399829388 549.396285845528 559.9971756322237 542.2192969205206 544.588791298906 534.9133559204988 560.0039372662247 566.3585209003217 568.2837350827599 544.9837070286367 515.4677587555402 137.03575821662105 173.525165693287 562.4056696633637 598.16524724081 617.2492830451029 568.4100006562112 585.8401407838707 591.8039019727122 613.9228295819934 566.0643086816722 544.8889806204917 509.8362070825872 142.33510037368558
7422 1.7771207837890342 3.9228295819935717 172.35269835752146 561.0183676166146 524.2146084991743 545.6655948553054 556.0413474611021 554.4616845421784 572.1446945337623 562.1414790996783 548.411575562701 549.3277800556768 511.14469453376194 136.19492770596875 170.9232889297198 547.4732771356566 574.2074710287233 570.2583137314143 559.5916398713828 584.4752800017263 566.7561049795776 533.9260665961716 545.1693958816891 542.7234726688102 492.0649992446966 136.31832797427649 173.1478665160337 530.9830041341295 547.0756930564004 558.8057575692185 532.3650821239245 548.2684452941688 597.3700790822977 543.0091283799823 568.0862772178945 539.5852090032156 505.06430868167195 142.56457843285358
7472 0.7845659163987143 3.726688102893888 174.340618753802 613.210809144166 595.183366646389 571.1639871382638 567.888819353029 615.0996784565915 582.8582601894498 542.0519154191776 559.7825855497116 601.0617406504242 515.0675241157555 136.5846127637827 172.52444386114578 583.4208281383293 606.273311897106 569.9871382636655 569.8633980016832 594.7430889747296 561.4049478312227 564.8874598070738 583.7170418006431 588.032154340836 506.87433910960516 137.29903536977494 175.52660935756938 616.652906926219 585.2437646649864 604.6159822180023 617.0395982909747 586.635308942383 587.0422322449772 590.7939316774207 596.2700964630227 571.2456030557416 543.508038585209 142.76203629771902
7522 0.789831459461793 3.138263665594859 175.72675372399763 596.2835308109062 561.5701676773347 602.3504823151128 607.0578778135047 591.7588424437301 580.1312069746867 554.2958199356912 574.694533762058 536.5397149561137 497.41479099678446 137.16914035050362 173.90763335242036 568.0097119233545 547.3532014070221 561.1752519476034 554.8285826018946 557.6116711566871 558.0024936019423 572.6278081097994 548.9328643259456 558.0159261097563 506.0845076501436 138.81287900041 176.7274755561389 550.5395762674538 564.0068245947897 558.4068393151995 573.5123111483065 540.3167637090465 527.6074149204773 551.4491179282177 565.3218671097778 557.8104631963154 517.0289389067526 144.9193968888503
7572 1.1847471891926846 3.1382636655948466 177.52805302185178 567.2091344576414 596.5749109237855 552.2896480286585 567.0450160771702 575.0868167202574 582.1057856233413 566.6020740614551 560.3762057877815 575.5896760827811 509.57556270096484 138.3381955239454 173.5251656932869 548.2684452941688 548.7354064610802 556.6337210556984 562.3599991367964 571.8379766503375 571.8124548854913 580.3286648395521 554.7166797981303 582.3440514469452 532.346403677248 137.9485104661315 176.32853915008252 557.7941241245651 555.8225428000347 582.1057856233413 556.4013386705163 550.0575736508213 544.4913965412356 532.1489458123827 560.9777940827379 533.7566264013209 498.0032154340837 145.5157730077344
7622 1.1927522377683157 3.159325837847172 178.72891922042126 573.3107959300534 540.7143477883027 532.5438615421135 532.3464036772481 531.1616564880553 522.62427218215 542.7234726688102 533.5048231511253 544.9837070286369 497.5938194609293 140.24115755627008 175.72127031669822 566.6087013583568 563.93966205572 586.8447743801121 566.309156434105 546.5942647155324 532.7843034319837 542.1058920656993 555.6464317313712 571.4430609206071 508.5668350941664 140.78745764906455 180.15460511826632 572.9077654935471 572.9186582080472 582.4606761101938 544.1925323183938 566.7561049795776 534.3530025202051 581.3159541638794 552.840662205614 544.8889806204918 511.613327866376 146.31094116624666
7672 1.1927522377683157 3.751699432443517 179.92978541899075 650.6926397392416 664.3629964369513 596.5749109237858 614.0939597315435 634.51768488746 636.604156326205 631.9678456591638 565.4758842443729 574.7077865646997 573.0227238395304 142.2025723472669 178.74399859049467 641.0624056696633 589.4251591311768 624.9541422991432 584.0803642719958 602.737464152255 610.8406063389988 624.7566844342779 597.4469453376205 609.3549709747731 546.0817328582602 141.02572347266886 181.96824208254415 604.747169977536 640.0616838375222 633.3514382549752 595.6789851561468 651.441513861128 603.1350482315113 628.9780133831581 572.4303502449344 609.5524288396385 566.4565916398716 148.10006952289908
7722 1.3822050540581385 3.751699432443517 181.73108471684498 596.4850460291593 630.5683497001825 554.6297905622664 609.0988094203531 615.2787069207366 627.3876770661336 588.4244372990353 569.5948553054665 577.8884591987485 501.54297675823835 142.9871382636656 178.54248337224152 614.4432049347072 598.9604153993223 550.9074429746004 565.7621447814377 571.725905970279 554.5698806325155 544.1938755691752 601.1736334405143 585.8401407838707 520.2387677066133 143.72664465108198 182.77430295555655 561.0183676166146 564.768184583297 585.6413487442426 592.6562568823504 574.9065786043277 593.9906144086209 585.2651114611882 609.3549709747729 562.9523727313929 530.1743671637281 148.89523768141126
7773 1.3729903536977501 3.726688102893893 182.13137344970139 574.1168568030657 563.774224385157 539.6523446772696 580.7235805692828 534.6816720257234 553.8693109475822 570.7717041800643 545.5760806232331 544.983707028637 512.1254019292604 143.57556270096467 179.95308990001323 551.9981626090951 543.2065862448477 543.404044109713 580.7235805692832 573.9126184061874 534.6198740254592 540.4421761367314 558.805757569218 558.8070739549839 508.70882940818643 143.55186775718076 183.98339426507513 548.7259393031759 556.8016274033729 573.4176395692616 545.9047262476327 553.6358303641263 565.9609368210655 537.93125923351 548.5379485962151 601.2591985152894 539.2574289475388 148.48831437881702
7823 0.9872893243272358 3.3344051446945304 183.93267274755564 574.9229176760781 598.1652472408099 559.990504758411 594.9405468395953 609.3549709747731 611.6831059355176 586.4630225080384 581.5594855305465 579.2800034761448 526.0277520015536 143.96784565916403 180.96066599127872 614.2430605682787 602.4345429490126 598.6922462720386 596.5202097585188 575.105370643956 560.4138219618552 570.3343616928827 587.6346058395734 556.0413474611021 546.0817328582602 144.14424135177717 183.7325283811273 597.6941373386776 580.4727557139132 565.5633527418095 575.9304937673435 572.0125992519196 620.247391561126 665.953332753976 589.8066423530936 582.0630920309377 559.9971756322237 150.08798991917965
7873 1.3822050540581376 3.726688102893895 184.73325021326858 562.2496950881473 552.7562436682377 564.9669766229251 560.39475971148 645.0948445154191 626.1949248283653 608.2347266881031 583.7170418006433 614.4432049347072 523.0658840285721 145.53697749196138 182.16975730079722 599.4323774525888 607.7072651429565 579.4787955157732 597.7049569477117 567.5512731380898 612.8077787076601 586.0389328234987 662.0762208938474 605.122968627792 520.775641446289 145.32898854096985 185.99854644760603 590.8592970395832 618.0458035304154 581.6655079516815 598.9032286481963 584.6473885461025 577.6896671591206 632.7550621360913 634.7429825323718 609.893977578865 551.2503258885895 151.87711827583212
7923 1.579662918923586 3.7020080492323446 186.53454951112275 581.3714046601772 587.2316850612671 572.430350244934 567.4939036232978 578.3540861908974 561.7676255422 575.4790996784565 555.0803858520899 589.0208134179195 515.4598070739548 146.3215434083601 182.9758181738096 535.9866132948356 574.5089945250717 568.2837350827594 542.6142126502513 554.6297905622665 575.6151978476279 586.8341009820109 557.6210103800254 557.4235525151602 514.9714548198701 144.75241157556266 186.13426077826625 556.1820023785402 561.6050921976507 556.2201268792908 571.2956437475223 589.2250147647485 559.8037928997967 587.6292691405232 546.760827812426 573.0227238395304 541.8243811907898 152.47349439471623
7973 1.1847471891926895 3.7516994324435187 189.02127472140245 606.6858853531434 577.416497145482 560.3947597114799 550.2563656904492 562.9523727313924 550.196863311241 537.8752238934809 589.4117266233626 569.3404014947422 510.23112281231784 146.71382636655946 183.781879046822 586.0062546799984 614.0686104110542 575.5029547232119 594.1507153801332 548.1954196469584 595.1203015855418 594.2286239254546 543.9964177043098 574.3102024854438 520.1752083470045 147.70248544364298 189.02127472140248 587.6183764260229 593.8283351925979 564.4071133276461 573.3107959300534 555.4006168383752 563.6065358619331 546.4793169375164 538.5276353523941 584.8461805857306 530.5827154012732 153.71087341689085
8024 1.5903363170244211 3.334405144694536 188.73613754183341 554.1668501960094 549.8587816111931 557.6116711566872 551.8467020074736 554.2642266773131 545.2865646997478 542.7234726688102 535.2700964630224 553.0394542452419 496.8263665594854 146.13189668022403 187.07839006541747 573.1092807118002 552.0454940471017 552.4430781263579 537.93125923351 561.7863039888763 571.2120217862064 554.4616845421784 522.8684261637064 550.3150693800038 511.16871185773346 148.69644564178324 189.4243051579086 558.8017002158305 555.4006168383752 573.9126184061874 579.9607981324053 557.8104631963153 561.6050921976508 528.9896199745355 543.2065862448479 526.600112974711 528.1904492917355 153.86503867211266
